"","MISSIONID","REGION","REGION_NAME","ISLAND","ISLANDCODE","REEF_ZONE","DEPTH_BIN","OBS_YEAR","DATE_","NO_SURVEY_YN","SITEVISITID","SITE","DIVER","TRANSECT","SEGMENT","SEGWIDTH","SEGLENGTH","Fragment","COLONYID","SPCODE","MORPHOLOGY","COLONYLENGTH","OLDDEAD","RDEXTENT1","GENRD1","RD1","RDEXTENT2","GENRD2","RD2","GENRD3","RD3","RDEXTENT3","CONDITION_1","CONDITION_2","CONDITION_3","EXTENT_1","EXTENT_2","EXTENT_3","SEVERITY_1","SEVERITY_2","SEVERITY_3","GENUS_CODE","S_ORDER","TAXONNAME","LATITUDE","LONGITUDE","SEC_NAME","ANALYSIS_YEAR","bANALYSIS_SCHEME","MIN_DEPTH_M","MAX_DEPTH_M","TAXONCODE","TRANSECTAREA","SITE_DEPTH"
"664","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-07-04 00:00:00",0,11915,"TUT-02889","MAR",1,0,1,2.5,0,582245,"ICRA","Encrusting (mounding)",7,20,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36417,-170.7602,"TUT_FAGATELE","2018","BEN_SEC2018",3.352636,3.962207,"ICRA",10,3.6574215
"665","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-07-04 00:00:00",0,11915,"TUT-02889","MAR",1,0,1,2.5,0,582616,"ICRA","Encrusting (mounding)",18,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36417,-170.7602,"TUT_FAGATELE","2018","BEN_SEC2018",3.352636,3.962207,"ICRA",10,3.6574215
"666","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Deep","2018","2018-06-29 00:00:00",0,11812,"TUT-02897","BH",1,5,1,2.5,0,581569,"ICRA","Encrusting (mounding)",68,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.23714,-170.6732,"TUT_NE_OPEN","2018","BEN_SEC2018",21.63974,22.24931,"ICRA",10,21.944525
"667","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BH",1,5,1,2.5,0,580855,"ICRA","Encrusting (mounding)",30,30,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"668","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BH",1,5,1,2.5,0,582540,"ICRA","Encrusting (mounding)",24,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"669","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BH",1,5,1,2.5,0,585017,"ICRA","Encrusting (mounding)",11,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"670","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BVA",1,0,1,2.5,0,584558,"ICRA","Encrusting (mounding)",6,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"671","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BVA",1,0,1,2.5,0,584559,"ICRA","Encrusting (mounding)",12,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"672","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BVA",1,0,1,2.5,0,584560,"ICRA","Encrusting (mounding)",5,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"673","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BVA",1,0,1,2.5,0,584561,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"674","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BVA",1,0,1,2.5,0,584570,"ICRA","Encrusting (mounding)",12,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"675","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BVA",1,0,1,2.5,0,584574,"ICRA","Encrusting (mounding)",20,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"676","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","BVA",1,0,1,2.5,0,585004,"ICRA","Encrusting (mounding)",9,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"677","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","MAR",1,10,1,2.5,0,580410,"ICRA","Encrusting (mounding)",8,3,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"678","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","MAR",1,10,1,2.5,0,580415,"ICRA","Encrusting (mounding)",12,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"679","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-06-30 00:00:00",0,11833,"TUT-02908","MSW",1,15,1,2.5,0,580857,"ICRA","Encrusting (mounding)",14,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.26109,-170.7059,"TUT_NW_OPEN","2018","BEN_SEC2018",2.743066,3.352636,"ICRA",10,3.047851
"680","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Shallow","2018","2018-07-01 00:00:00",0,11866,"TUT-02948","MAR",1,5,1,2.5,0,582527,"ICRA","Encrusting (mounding)",8,0,5,"PRED","FISH",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.29313,-170.809,"TUT_NW_OPEN","2018","BEN_SEC2018",3.962207,5.790917,"ICRA",10,4.876562
"681","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Deep","2018","2018-07-17 00:00:00",0,12160,"TUT-03006","MAR",1,0,1,2.5,0,576396,"ICRA","Encrusting (mounding)",8,3,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36034,-170.7864,"TUT_SW_OPEN","2018","BEN_SEC2018",24.38281,24.99238,"ICRA",10,24.687595
"682","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,566276,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"683","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,566279,"ICRA","Encrusting (mounding)",50,5,0,"","",0,"","","","",0,"TIN","","",2,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"684","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,573354,"ICRA","Encrusting (mounding)",46,85,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"685","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,573359,"ICRA","Encrusting (mounding)",5,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"686","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,573841,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"687","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,574633,"ICRA","Encrusting (mounding)",42,0,0,"","",0,"","","","",0,"BIN","","",2,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"688","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,576647,"ICRA","Encrusting (mounding)",38,0,0,"","",0,"","","","",0,"BIN","","",2,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"689","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,576751,"ICRA","Encrusting (mounding)",54,15,0,"","",0,"","","","",0,"TIN","","",1,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"690","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,576752,"ICRA","Encrusting (mounding)",50,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"691","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566298,"ICRA","Encrusting (mounding)",22,0,0,"","",0,"","","","",0,"TIN","","",5,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"692","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566300,"ICRA","Encrusting (mounding)",54,40,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"693","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566303,"ICRA","Encrusting (mounding)",9,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"694","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566304,"ICRA","Encrusting (mounding)",14,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"695","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566305,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"696","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566687,"ICRA","Encrusting (mounding)",52,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"697","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566690,"ICRA","Encrusting (mounding)",12,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"698","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566692,"ICRA","Encrusting (mounding)",22,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"699","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,572185,"ICRA","Encrusting (mounding)",20,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"700","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,576457,"ICRA","Encrusting (mounding)",20,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"701","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,576459,"ICRA","Encrusting (mounding)",15,10,0,"","",0,"","","","",0,"TIN","","",5,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"702","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,567531,"ICRA","Plating",33,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"703","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,572148,"ICRA","Plating",70,25,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"704","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,572149,"ICRA","Plating",17,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"705","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,573834,"ICRA","Plating",50,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"706","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,573837,"ICRA","Plating",21,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"707","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,576610,"ICRA","Plating",43,15,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"708","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,576626,"ICRA","Plating",16,20,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"709","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,572277,"ICRA","Encrusting (mounding)",12,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"710","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,572278,"ICRA","Encrusting (mounding)",8,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"711","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,572280,"ICRA","Mounding",23,0,5,"PRED","FISH",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"712","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573664,"ICRA","Encrusting (mounding)",21,2,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"713","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573665,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"714","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573666,"ICRA","Plating",42,15,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"715","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573667,"ICRA","Plating",25,0,2,"DAMG","DAMG",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"716","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,574875,"ICRA","Plating",29,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"717","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,574878,"ICRA","Encrusting (mounding)",13,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"718","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,574879,"ICRA","Mounding",6,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,13.258155
"719","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12161,"TUT-03021","BH",1,10,1,2.5,0,577396,"ICRA","Encrusting (mounding)",18,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,15.39165
"720","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12161,"TUT-03021","BVA",1,15,1,2.5,0,566701,"ICRA","Encrusting (mounding)",40,0,0,"","",0,"","","","",0,"SGA","","",3,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,15.39165
"721","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12161,"TUT-03021","BVA",1,15,1,2.5,0,566702,"ICRA","Encrusting (mounding)",10,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,15.39165
"722","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid","2018","2018-07-17 00:00:00",0,12161,"TUT-03021","BVA",1,15,1,2.5,0,573844,"ICRA","Encrusting (mounding)",21,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,15.39165
